rl_earlier,rl_later,ppo2-po_earlier,ppo2-po_later,acer-pa_earlier,acer-pa_later,ppo1-li_earlier,ppo1-li_later
0.2571428571428571,0.21428571428571427,0.45714285714285713,0.4523809523809524,0.4,0.9761904761904762,0.22857142857142856,0.6190476190476191
0.25,0.028037383177570093,0.46875,0.5233644859813084,0.75,0.9252336448598131,0.875,0.12149532710280374
0.5714285714285714,0.2857142857142857,0.4857142857142857,0.4897959183673469,0.3142857142857143,0.9795918367346939,0.6857142857142857,0.22448979591836735
0.36363636363636365,0.422680412371134,0.48484848484848486,0.4742268041237113,0.6666666666666666,0.9484536082474226,0.9696969696969697,0.6391752577319587
0.2571428571428571,0.35051546391752575,0.5142857142857142,0.4742268041237113,0.8285714285714286,0.9278350515463918,0.8857142857142857,0.8556701030927835
0.375,0.5959595959595959,0.46875,0.48484848484848486,0.6875,0.9494949494949495,0.90625,0.2828282828282828
0.08108108108108109,0.2222222222222222,0.4864864864864865,0.46464646464646464,0.8378378378378378,0.9696969696969697,0.918918918918919,0.7777777777777778
0.7058823529411765,0.8584070796460177,0.4411764705882353,0.5309734513274337,0.7941176470588235,0.9203539823008849,0.8823529411764706,0.7345132743362832
0.7619047619047619,0.48,0.47619047619047616,0.48,0.5714285714285714,0.98,0.9047619047619048,0.68
0.6216216216216216,0.32,0.4864864864864865,0.48,0.7837837837837838,0.98,0.8648648648648649,0.08
0.5454545454545454,0.047619047619047616,0.42424242424242425,0.42857142857142855,0.6060606060606061,0.9761904761904762,0.9393939393939394,0.5952380952380952
0.11764705882352941,0.43243243243243246,0.4117647058823529,0.5045045045045045,0.7941176470588235,0.9279279279279279,0.8823529411764706,0.8198198198198198
0.6285714285714286,0.32653061224489793,0.42857142857142855,0.46938775510204084,0.8285714285714286,0.9795918367346939,0.8285714285714286,0.04081632653061224
0.7222222222222222,0.42857142857142855,0.4444444444444444,0.46938775510204084,0.6944444444444444,0.9387755102040817,0.9444444444444444,0.3877551020408163
0.3142857142857143,0.5869565217391305,0.42857142857142855,0.43478260869565216,0.8,0.9347826086956522,0.8,0.10869565217391304
0.8055555555555556,0.3761467889908257,0.4444444444444444,0.4954128440366973,0.7777777777777778,0.9357798165137615,0.8611111111111112,0.5504587155963303
0.1,0.8958333333333334,0.475,0.4583333333333333,0.875,0.9583333333333334,0.85,0.020833333333333332
0.43243243243243246,0.0625,0.4594594594594595,0.4583333333333333,0.7027027027027027,0.9583333333333334,0.8378378378378378,0.3125
0.4594594594594595,0.14285714285714285,0.4594594594594595,0.4489795918367347,0.7837837837837838,0.9591836734693877,0.9459459459459459,0.8571428571428571
0.625,0.6938775510204082,0.475,0.4489795918367347,0.875,0.8979591836734694,0.9,0.12244897959183673
0.7297297297297297,0.3644859813084112,0.4594594594594595,0.4766355140186916,0.7837837837837838,0.8691588785046729,0.918918918918919,0.7009345794392523
0.8648648648648649,0.6041666666666666,0.4594594594594595,0.4375,0.7027027027027027,0.9583333333333334,0.0,0.9791666666666666
0.5675675675675675,0.9560439560439561,0.4594594594594595,0.38461538461538464,0.7837837837837838,0.8571428571428571,0.8648648648648649,0.4945054945054945
0.1891891891891892,0.36363636363636365,0.4594594594594595,0.09090909090909091,0.7027027027027027,0.7272727272727273,0.9459459459459459,0.7272727272727273
0.6666666666666666,0.16326530612244897,0.48717948717948717,0.4489795918367347,0.8205128205128205,0.9387755102040817,0.9230769230769231,0.30612244897959184
0.4444444444444444,0.4489795918367347,0.4444444444444444,0.4489795918367347,0.5833333333333334,0.9795918367346939,0.5,0.6530612244897959
0.7105263157894737,0.30612244897959184,0.47368421052631576,0.4489795918367347,0.868421052631579,0.8367346938775511,0.6842105263157895,0.4897959183673469
0.8421052631578947,0.24489795918367346,0.47368421052631576,0.4489795918367347,0.7631578947368421,0.8979591836734694,0.23684210526315788,0.24489795918367346
0.1794871794871795,0.6326530612244898,0.48717948717948717,0.46938775510204084,0.6666666666666666,0.9795918367346939,0.8717948717948718,0.5510204081632653
0.7428571428571429,0.5714285714285714,0.4857142857142857,0.46938775510204084,0.7428571428571429,0.9795918367346939,0.17142857142857143,0.9591836734693877
0.4770904547726129,0.47045787545787604,0.26797301349325353,0.3252060439560437,9.895052473763121e-05,0.00013278388278388284,0.3937981009495247,0.5843177655677653
0.4661679519528053,0.5393584207279458,0.3216390063612778,0.3893308224292995,0.00025231884573012555,0.00016234293321211717,0.4580546572372866,0.6905451475697253
0.44228596262494607,0.47536459578537593,0.2375457875457873,0.33241572458075724,0.00016762898118830334,0.0002424946207179208,0.5094399950332161,0.5323918166604062
0.6465474963573709,0.47588032378155026,0.3236753260599165,0.2909628061067661,0.0002487650591705463,0.00018443252843334805,0.41149649952023876,0.4331158851053653
0.443218415648979,0.5133349067736614,0.3062033934940019,0.2858525236858963,0.00016210958608019006,0.00014160962945480282,0.3898375301703952,0.5710239724872727
0.4467127178372318,0.5108230216797608,0.2887338265717592,0.33141710779190076,0.00024194396717977496,0.00013823797161064086,0.5413373540446732,0.49610573518999274
0.3112552221333347,0.6131162821665173,0.2788586104444556,0.3177069809247977,0.00016264498571182733,0.00017643729817903384,0.562050007659444,0.42851959119810906
0.38401588679344556,0.5435800126502223,0.25051684683973796,0.30126169313226125,7.627765064836002e-05,0.00013648923066679973,0.43451695205029084,0.3083191850594224
0.5175876896833577,0.46096178148160843,0.3081381712214362,0.3175279210355544,0.00020256583389601616,0.00016394002527408708,0.41826290912967734,0.577185013149357
0.3987300598636633,0.4440545381438019,0.28287137963251313,0.2868091565317137,0.0002629848783694939,9.399526890479841e-05,0.43289387176026856,0.49147863261252933
0.3197164078325452,0.4636980047016768,0.28519492519279277,0.3031189083820662,0.0002665339919684425,0.000255807477349705,0.5986069156686459,0.4387519185560797
0.5370979778954479,0.37922060179650896,0.31145030029496423,0.30974760066942175,0.00017768932797896145,0.0001502783565012465,0.539226696044637,0.5479695344786373
0.5448068581577252,0.4770068425074458,0.40712797568222986,0.29766735074334566,0.00022541753475186998,0.0001288083314621313,0.5052153420540323,0.5028085438218125
0.6053579189172427,0.568059018409099,0.36855714906562337,0.29415280576522423,0.007403613335816726,0.00022541753475186998,0.5524430371888003,0.5305406605416856
0.5759141987955556,0.44094402131220295,0.3398460296765379,0.3136787458588063,0.005379648599987584,0.0002083404487858192,0.5420221021915943,0.4246832200553298
0.5310778634635215,0.39874163587336453,0.29593802196240093,0.25129331868570814,0.00019545826077685768,0.0002763074669596194,0.44869398343935485,0.4960584573387932
0.5654749635736888,0.5574645415996493,0.3027222005046375,0.26932056343519983,0.0002665339919684425,0.00014622020763269488,0.43309641422936146,0.5579714383194427
0.49447386189985504,0.4834420371211688,0.2972920146416005,0.29605202464068536,0.00022744233981307087,0.0001288083314621313,0.5391627278865644,0.4963385361455322
0.5454545454545454,0.4356637863315001,0.6363636363636364,0.2805696915878272,0.0,0.00021858670036544966,0.45454545454545453,0.5876122818402275
0.3912882210754549,0.5074469855854059,0.29067060981954623,0.3342155198242282,0.0001916810427448727,0.00018309530943107287,0.3826824890654676,0.51257032524385
0.48288522094190134,0.5631166308193983,0.2999861586906119,0.297363491292583,0.00024222291428769172,0.00014338907005249894,0.517076715457283,0.4635999907490938
0.349474460630647,0.6923076923076923,0.3129229121115527,0.38461538461538464,0.0001352265043948615,0.0,0.6585671259099248,0.15384615384615385
0.4575124832304428,0.5418593725309705,0.2851891643147536,0.3075665133503939,0.00014844421188184596,9.54470687674919e-05,0.6285647485818933,0.46537021266667516
0.5788693375491496,0.5212888161707055,0.2984563657516935,0.344469441319835,8.164431653501519e-05,0.00010396427719262368,0.48584677217338945,0.4261018509050014
0.42464136806185576,0.5630252100840336,0.28989855693670513,0.8991596638655462,0.0001651441857185537,0.9327731092436975,0.46828396635511854,0.453781512605042
0.5221496125954722,0.7226277372262774,0.29142563027913326,0.6058394160583942,0.00012867528791095676,0.0,0.40102940230328693,0.583941605839416
0.565984379957805,0.7299270072992701,0.2980407219584244,0.656934306569343,0.00015772197512446136,0.0,0.5373216581960678,0.15328467153284672
0.5462357331195749,0.9393939393939394,0.2941700391336053,0.40404040404040403,0.00015029976453036906,0.3838383838383838,0.40954088060817534,0.6868686868686869
0.526568730597878,0.23232323232323232,0.3005902512974951,0.41414141414141414,0.0001540108698274152,0.37373737373737376,0.49355288232270605,0.7171717171717171
0.49388748711752456,0.7463768115942029,0.30008529087742997,0.6304347826086957,0.00027364156508760104,0.043478260869565216,0.5892071502185589,0.8623188405797102
0.41226993865030676,0.8333333333333334,0.4065439672801636,0.6666666666666666,0.11206543967280164,0.0,0.5137014314928426,0.0
0.4856488818453952,0.13636363636363635,0.49963021658742734,0.5909090909090909,0.2444796619123085,0.0,0.4238070082761047,0.2727272727272727
0.5175438596491226,0.3991651127309711,0.35635964912280704,0.4423673503983724,0.10239139515455306,0.06998220037294454,0.41583124477861316,0.47003729445668735
0.3834256694367495,0.43445692883895126,0.4195906432748538,0.37827715355805247,0.18898122499230535,0.1404494382022472,0.6769005847953214,0.5516853932584269
0.37843009349858653,0.90625,0.41574255272885413,0.0625,0.09445531637312458,0.0,0.6133942161339424,0.4375
0.38095238095238093,0.6413210445468509,0.0,0.2465437788018433,0.0,0.2181259600614439,0.0,0.6129032258064516
0.4136482939632547,0.6137339055793991,0.47034120734908136,0.2975679542203148,0.04356955380577428,0.15522174535050073,0.5385826771653544,0.6688125894134476
0.5018939393939396,0.49880095923261397,0.38474025974025977,0.3357314148681055,0.002435064935064935,0.0,0.5083874458874461,0.4652278177458033
0.5702290076335879,0.4986225895316805,0.2717557251908397,0.29476584022038566,0.004580152671755725,0.0,0.6068702290076334,0.5537190082644629
0.584732824427481,0.5737327188940092,0.2786259541984733,0.261136712749616,0.004580152671755725,0.0,0.40076335877862596,0.2150537634408602
0.40428026971562586,0.5683563748079877,0.34190853122251536,0.21812596006144394,0.003224860744649663,0.0,0.4420257988859569,0.2035330261136713
0.386475320721896,0.46274509803921565,0.3434659708632311,0.3949019607843137,0.014437921287236357,0.0,0.5098934550989344,0.6517647058823529
0.4687070597080707,0.4083938660209847,0.2180913121256903,0.2538337368845844,0.013611262347359415,0.0,0.5150760934380748,0.536319612590799
0.6011640870083741,0.17505720823798626,0.22511731611832725,0.2326468344774981,0.0005444504938943767,0.0,0.5605377096782558,0.5663615560640731
0.40045155993431836,0.6158192090395481,0.33435960591133007,0.30056497175141245,0.001368363437328955,0.0,0.3682266009852214,0.5627118644067797
0.30604534005037776,0.612994350282486,0.3545340050377834,0.2966101694915254,0.001189476630282676,0.0,0.33879093198992444,0.559322033898305
0.8,0.375,0.0,0.75,0.0,0.0,0.5333333333333333,0.75
0.9333333333333333,0.03125,0.0,0.0625,0.0,0.0,0.5333333333333333,0.65625
0.0,0.8958333333333334,0.625,0.0,0.0,0.0,0.6875,0.6458333333333334
0.5185185185185185,0.5625,0.037037037037037035,0.020833333333333332,0.037037037037037035,0.0,0.5555555555555556,0.9166666666666666
0.07692307692307693,0.10416666666666667,0.0,0.020833333333333332,0.0,0.0,0.3076923076923077,0.22916666666666666
0.4941176470588235,0.3541666666666667,0.22805429864253393,0.020833333333333332,0.0031674208144796376,0.0,0.47104072398190044,0.8125
0.7365384615384613,0.25864453665283543,0.291025641025641,0.276625172890733,0.010256410256410256,0.0,0.607051282051282,0.5726141078838174
0.6421487603305784,0.3831258644536653,0.31074380165289256,0.280774550484094,0.021487603305785124,0.0,0.4603305785123967,0.8921161825726143
0.5375083166999332,0.37532808398950135,0.2625582168995343,0.013123359580052492,0.004657351962741185,0.0,0.35786759813705926,0.28346456692913385
0.6597638057218893,0.41216216216216217,0.3255988023952096,0.07657657657657659,0.0014970059880239524,0.0,0.7194777112441781,0.6283783783783783
0.6483390607101944,0.36176727909011375,0.33175830469644907,0.19072615923009623,0.016824169530355097,0.0,0.5433848797250858,0.6115485564304461
0.3607843137254903,0.8823529411764706,0.25989304812834224,0.029411764705882353,0.029946524064171122,0.0,0.5860962566844918,0.5588235294117647
0.5055258467023175,0.4962962962962963,0.2481283422459893,0.5111111111111111,0.00819964349376114,0.05185185185185185,0.6121212121212121,0.5333333333333333
0.5340104528719649,0.8108108108108109,0.22144126052367344,0.04054054054054054,0.0038490255142761506,0.0,0.5349373085141986,0.3108108108108108
